Solyc02g084970.3	GO:0005515; GO:0008270
Solyc03g120850.3	GO:0005524
Solyc06g064480.3	GO:0004672; GO:0005524; GO:0006468
Solyc04g025040.1	GO:0016020; GO:0030001; GO:0046873; GO:0055085
Solyc06g066310.3	GO:0043531
Solyc01g006520.3	GO:0005515
Solyc01g006790.2	GO:0005524
Solyc09g090930.3	GO:0005515
Solyc03g118130.3	GO:0003676; GO:0004523
Solyc02g079990.3	GO:0004672; GO:0006468
Solyc06g009110.3	GO:0008152; GO:0016491; GO:0055114
Solyc09g092390.2	GO:0004672; GO:0006468
Solyc08g076220.3	GO:0000982; GO:0000987; GO:0045944
Solyc09g007860.3	GO:0003824
Solyc09g011240.3	GO:0005618; GO:0030599; GO:0042545
Solyc08g068690.1	GO:0006508; GO:0008233
Solyc09g083090.3	GO:0008270
Solyc09g059030.3	GO:0003924; GO:0005525
Solyc02g087110.3	GO:0046856
Solyc10g049620.2	GO:0005524
Solyc09g011080.3	GO:0005618; GO:0030599; GO:0042545
Solyc08g007250.2	GO:0003677
Solyc02g062140.2	GO:0003824; GO:0009058; GO:0030170
Solyc01g088310.3	GO:0005515
Solyc05g053950.3	GO:0000287; GO:0004012; GO:0005524; GO:0015914; GO:0016021
Solyc03g114640.3	GO:0045454
Solyc03g116710.3	GO:0005524
Solyc10g006980.3	GO:0003714
Solyc04g011440.4	GO:0004672; GO:0005524; GO:0006468
Solyc04g011350.3	GO:0003700; GO:0006355
Solyc10g081920.2	GO:0000786; GO:0003677
Solyc10g083140.1	GO:0000786; GO:0003677
Solyc09g007410.3	GO:0016655; GO:0055114
Solyc06g069385.1	GO:0003677
Solyc05g056120.3	GO:0004525; GO:0006396
Solyc08g008305.1	GO:0006820; GO:0016021
Solyc10g006850.3	GO:0008661; GO:0016114
Solyc11g070010.2	GO:0003824; GO:0005524
Solyc12g013610.2	GO:0005515
Solyc02g091000.3	GO:0000166; GO:0004824; GO:0005524; GO:0005737; GO:0006430
Solyc09g092380.3	GO:0004672; GO:0005524; GO:0006468
Solyc11g006750.1	GO:0005746
Solyc05g013480.3	GO:0019904
Solyc12g056830.1	GO:0016491; GO:0055114
Solyc06g048637.1	GO:0005515
Solyc03g005770.3	GO:0003682
Solyc06g069170.3	GO:0016020; GO:0022904
Solyc07g049300.3	GO:0005737; GO:0043043
Solyc02g081070.3	GO:0005515; GO:0008270
Solyc05g053990.3	GO:0000166; GO:0046872
Solyc11g011590.2	GO:0005515
Solyc10g008620.3	GO:0008168
Solyc11g006670.1	GO:0005515
Solyc04g082250.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc03g114740.3	GO:0003690; GO:0006355
Solyc04g011450.2	GO:0004672; GO:0006468
Solyc01g097860.3	GO:0005737; GO:0006561
Solyc05g039990.3	GO:0003700; GO:0006355; GO:0043565
Solyc07g006300.3	GO:0015018; GO:0016020
Solyc08g016750.3	GO:0033926
Solyc02g092760.3	GO:0004553; GO:0005975
Solyc06g035960.3	GO:0008152; GO:0016491; GO:0055114
Solyc06g071690.3	GO:0003677
Solyc03g116700.3	GO:0004672; GO:0006468
Solyc02g071000.1	GO:0055085
Solyc07g045460.3	GO:0003824; GO:0030151; GO:0030170
Solyc02g082400.3	GO:0005975
Solyc10g006710.3	GO:0003824; GO:0008152
Solyc06g083310.3	GO:0003735; GO:0005840; GO:0006412
Solyc02g088190.3	GO:0046872
Solyc07g056150.3	GO:0005507; GO:0016491; GO:0055114
Solyc09g092280.1	GO:0003700; GO:0006355
Solyc07g055100.3	GO:0005515; GO:0008270
Solyc03g120410.3	GO:0035556
Solyc09g005180.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc06g060830.3	GO:0003677
Solyc07g056420.4	GO:0003676
Solyc01g081545.1	GO:0003676
Solyc11g010450.2	GO:0003883; GO:0006241
Solyc06g036290.3	GO:0004525; GO:0006396
Solyc04g079310.3	GO:0004553; GO:0005975
Solyc01g010200.3	GO:0046983
Solyc01g100900.3	GO:0000034; GO:0006146
Solyc03g007190.3	GO:0008270
Solyc01g104725.1	GO:0016021; GO:0055085
Solyc12g094730.2	GO:0005515
Solyc02g067085.1	GO:0005509
Solyc03g045100.1	GO:0016702; GO:0046872; GO:0055114
Solyc04g082090.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc02g089840.3	GO:0007017; GO:0030286
Solyc04g049330.3	GO:0005975
Solyc11g056680.1	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc06g068270.3	GO:0046983
Solyc10g048030.2	GO:0008033; GO:0050660
Solyc01g098570.2	GO:0006508; GO:0008234
Solyc02g092700.3	GO:0005515
Solyc12g099100.2	GO:0000786; GO:0003677
Solyc09g042670.3	GO:0006355
Solyc02g082510.1	GO:0008137; GO:0055114
Solyc11g005150.2	GO:0003824; GO:0008152
Solyc08g067940.3	GO:0005509
Solyc09g008920.3	GO:0003677
Solyc03g019670.3	GO:0004329; GO:0005524; GO:0009396
Solyc11g010370.1	GO:0000166
Solyc06g075450.2	GO:0009522; GO:0015979; GO:0016021; GO:0046872
Solyc06g083810.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc08g076480.3	GO:0003677; GO:0046983
Solyc04g071360.3	GO:0004672; GO:0006468
Solyc09g010000.3	GO:0008152; GO:0016758
Solyc02g087960.3	GO:0003676
Solyc01g090560.3	GO:0005739; GO:0016021; GO:0016820
Solyc09g009020.3	GO:0003700; GO:0006355
Solyc09g066140.3	GO:0005515
Solyc03g115990.2	GO:0003824; GO:0008152
Solyc02g082830.2	GO:0009522; GO:0009579; GO:0015979; GO:0016021
Solyc11g011750.1	GO:0004672; GO:0006468
Solyc07g045210.1	GO:0005515
Solyc03g045070.1	GO:0016702; GO:0046872; GO:0055114
Solyc06g068330.1	GO:0003824; GO:0008152
Solyc09g082810.3	GO:0005515; GO:0008270
Solyc03g071710.1	GO:0003700; GO:0005634
Solyc07g006855.1	GO:0008270
Solyc07g055210.3	GO:0005515
Solyc11g011740.1	GO:0004672; GO:0005524; GO:0006468
Solyc04g063245.1	GO:0005507
Solyc02g090680.3	GO:0055114
Solyc11g066100.2	GO:0005524
Solyc01g099190.3	GO:0003700; GO:0006355
Solyc06g008590.3	GO:0004525; GO:0006396
Solyc03g121600.3	GO:0005215; GO:0016021; GO:0055085
Solyc07g054760.1	GO:0046983
Solyc09g092300.3	GO:0003677
Solyc01g097340.3	GO:0004349; GO:0005737; GO:0006561
Solyc07g051820.3	GO:0006614; GO:0008312; GO:0048500
Solyc11g011780.2	GO:0005978; GO:0008878
Solyc10g085920.2	GO:0016788
Solyc09g010385.1	GO:0008152; GO:0016758
Solyc10g055810.2	GO:0007021; GO:0007023; GO:0048487
Solyc08g079090.3	GO:0031047
Solyc12g099440.2	GO:0003677
Solyc09g008320.3	GO:0000723; GO:0003678; GO:0006281
Solyc04g077750.2	GO:0003871; GO:0008270; GO:0009086
Solyc01g095920.3	GO:0005515
Solyc09g083100.1	GO:0008270; GO:0016567
Solyc07g062680.2	GO:0055085
Solyc02g087240.3	GO:0005618; GO:0006073; GO:0016762; GO:0048046
Solyc03g082420.3	GO:0008270
Solyc08g081910.3	GO:0003677
Solyc02g070980.1	GO:0004190; GO:0016020
Solyc05g010720.3	GO:0005216; GO:0006811; GO:0016020; GO:0055085
Solyc07g066610.3	GO:0003777; GO:0005524; GO:0007018; GO:0008017
Solyc09g011660.3	GO:0003824; GO:0008152
Solyc03g083095.1	GO:0051259
Solyc05g015480.3	GO:0016705; GO:0055114
Solyc02g080560.1	GO:0000287
Solyc03g114040.3	GO:0006886; GO:0016192; GO:0030117
Solyc12g015630.2	GO:0010411; GO:0016762; GO:0042546
Solyc07g064950.3	GO:0006950
Solyc12g010320.2	GO:0016705; GO:0055114
Solyc02g068530.3	GO:0006508; GO:0008234
Solyc12g038350.2	GO:0006952; GO:0009607
Solyc12g094640.2	GO:0005515
Solyc12g011320.2	GO:0003824
Solyc03g123740.3	GO:0003824
Solyc01g067510.3	GO:0004386; GO:0005524
Solyc03g098030.3	GO:0003677; GO:0006355
Solyc03g026260.3	GO:0005634; GO:0006281; GO:0030915
Solyc08g077300.3	GO:0005488
Solyc06g050800.3	GO:0005488
Solyc11g010480.2	GO:0005515
Solyc08g082310.3	GO:0005488
Solyc01g067340.2	GO:0000723; GO:0003678; GO:0006281
Solyc12g044240.2	GO:0008270
Solyc08g075940.3	GO:0000982; GO:0000987; GO:0045944
Solyc02g092790.3	GO:0005975
Solyc05g054040.3	GO:0000287; GO:0004012; GO:0005524; GO:0015914; GO:0016021
Solyc08g006070.3	GO:0016491; GO:0055114
Solyc03g063030.3	GO:0016491; GO:0055114
Solyc09g090140.3	GO:0005524
Solyc01g087800.2	GO:0003723; GO:0006396; GO:0008173
Solyc11g044455.1	GO:0016021
Solyc01g008280.3	GO:0005515
Solyc10g049530.2	GO:0016491; GO:0055114
Solyc07g066230.3	GO:0046983
Solyc02g070910.3	GO:0005215; GO:0006810; GO:0016020
Solyc09g082730.4	GO:0008152; GO:0016758
Solyc09g075060.3	GO:0046982
Solyc08g075280.3	GO:0006355; GO:0009584
Solyc10g081240.2	GO:0006355; GO:0043565
Solyc05g014470.3	GO:0005975
Solyc01g005410.3	GO:0003824
Solyc03g096850.3	GO:0016020
Solyc08g013720.3	GO:0016788
Solyc01g014320.3	GO:0004650; GO:0005975
Solyc03g117190.1	GO:0005524
Solyc05g024190.3	GO:0016021; GO:0022857; GO:0055085
Solyc04g008950.3	GO:0004672; GO:0005524; GO:0006468
Solyc10g081680.1	GO:0003723
Solyc01g087540.3	GO:0016491; GO:0055114
Solyc05g018880.1	GO:0016020; GO:0022891; GO:0055085
Solyc04g051460.3	GO:0004553; GO:0005975
Solyc05g012850.2	GO:0016021; GO:0071705
Solyc06g071070.1	GO:0003735; GO:0005622; GO:0005840; GO:0006414
Solyc06g009020.2	GO:0008152; GO:0016491; GO:0016620; GO:0055114
Solyc12g008650.2	GO:0000049
Solyc05g009170.2	GO:0008152; GO:0016597
Solyc04g014600.3	GO:0005524
Solyc04g007460.3	GO:0004075; GO:0005524
Solyc06g036430.3	GO:0003677
Solyc07g042130.3	GO:0003333; GO:0015171; GO:0016020
Solyc12g006910.2	GO:0004672; GO:0006468
Solyc08g082210.3	GO:0005524
Solyc07g045160.3	GO:0005488
Solyc02g083670.3	GO:0009611; GO:0009694; GO:0009864; GO:0080123
Solyc01g087680.3	GO:0006810
Solyc12g062200.1	GO:0003774; GO:0005524; GO:0016459
Solyc00g156980.3	GO:0016021
Solyc01g008230.3	GO:0005509
Solyc03g078780.2	GO:0005986; GO:0050307
Solyc11g013130.2	GO:0046982
Solyc04g064910.1	GO:0004672; GO:0005524; GO:0006468
Solyc12g099700.2	GO:0005525
Solyc10g009570.3	GO:0003677; GO:0005634
Solyc09g059670.3	GO:0005975; GO:0016857
Solyc05g005280.3	GO:0008168
Solyc09g007940.3	GO:0016651; GO:0048038; GO:0051287; GO:0055114
Solyc08g079240.3	GO:0005515
Solyc04g050930.3	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc10g050890.2	GO:0005524
Solyc08g044265.1	GO:0003723; GO:0016779; GO:0031123
Solyc01g086870.3	GO:0005515
Solyc01g104060.3	GO:0005634; GO:0006511; GO:0007275
Solyc10g079620.2	GO:0006777; GO:0046872
Solyc02g005110.3	GO:0005515
Solyc07g054290.1	GO:0003677
Solyc03g116220.1	GO:0003824
Solyc09g075950.1	GO:0005515
Solyc01g005370.3	GO:0008152; GO:0016758
Solyc12g006810.2	GO:0004672; GO:0005524; GO:0006468
Solyc02g084005.1	GO:0009611; GO:0009694; GO:0009864; GO:0080123
Solyc12g070080.2	GO:0005515
Solyc06g007320.3	GO:0005515
Solyc12g005820.2	GO:0005524; GO:0016887
Solyc09g061250.3	GO:0005488
Solyc04g049670.3	GO:0005975
Solyc11g012880.2	GO:0008641
Solyc02g091700.3	GO:0008270
Solyc06g031710.3	GO:0005515
Solyc06g066800.2	GO:0046872
Solyc01g109340.3	GO:0006355
Solyc12g042550.2	GO:0005509
Solyc05g043425.1	GO:0004672; GO:0006468
Solyc01g067940.2	GO:0004386; GO:0005524
Solyc10g081530.2	GO:0003676
Solyc04g079320.3	GO:0004721; GO:0009742
Solyc05g055580.2	GO:0006952; GO:0009607
Solyc12g095790.2	GO:0003677; GO:0003899; GO:0006351
Solyc04g080260.3	GO:0004672; GO:0005524; GO:0006468
Solyc10g006120.2	GO:0008270
Solyc02g090930.3	GO:0000166; GO:0004812; GO:0005524; GO:0006418
Solyc05g006850.3	GO:0005515
Solyc01g008070.3	GO:0005524
Solyc05g046310.3	GO:0003824
Solyc10g045580.1	GO:0006950
Solyc09g074880.3	GO:0006511; GO:0031625
Solyc10g007420.4	GO:0016021; GO:0016757
Solyc04g007490.3	GO:0005524
Solyc07g065480.3	GO:0003700; GO:0006355
Solyc01g087260.3	GO:0006614
Solyc03g082660.3	GO:0005524
Solyc05g054490.3	GO:0004190; GO:0006508
Solyc10g054663.1	GO:0004672; GO:0006468
Solyc08g074270.3	GO:0000155; GO:0000160
Solyc03g033640.3	GO:0004672; GO:0006468
Solyc02g067350.3	GO:0019825
Solyc11g065940.2	GO:0004707; GO:0005524; GO:0006468
Solyc02g092180.1	GO:0016702; GO:0046872; GO:0055114
Solyc03g097100.1	GO:0003676; GO:0005524; GO:0008026
Solyc03g118120.3	GO:0003676
Solyc01g108860.3	GO:0000155; GO:0000160; GO:0004673; GO:0016021
Solyc03g116110.3	GO:0003824; GO:0008152
Solyc02g091860.3	GO:0003677
Solyc03g097150.3	GO:0004386
Solyc03g116270.3	GO:0004601; GO:0042744
Solyc02g087060.3	GO:0000226; GO:0000910; GO:0008017
Solyc05g052680.1	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc04g056320.2	GO:0005515
Solyc02g082150.1	GO:0009521; GO:0009767; GO:0016020; GO:0016168; GO:0019684
Solyc10g084530.1	GO:0004553; GO:0005975
Solyc12g099110.2	GO:0003677
Solyc02g055440.3	GO:0009058; GO:0030170
Solyc08g081530.3	GO:0003677; GO:0046983
Solyc01g103220.3	GO:0004842; GO:0008270; GO:0016567
Solyc03g080110.3	GO:0005515; GO:0008270
Solyc04g012120.3	GO:0005524
Solyc04g007990.1	GO:0005838
Solyc06g054090.1	GO:0003677; GO:0003918; GO:0005524; GO:0006265
Solyc01g095160.3	GO:0005618; GO:0030599; GO:0042545
Solyc12g094460.2	GO:0000228
Solyc03g093140.3	GO:0005515
Solyc08g006980.3	GO:0046983
Solyc07g052453.1	GO:0003676
Solyc08g013800.3	GO:0003676
Solyc02g089065.1	GO:0003924; GO:0005525
Solyc03g005480.3	GO:0005515
Solyc04g074510.3	GO:0005524
Solyc03g114350.1	GO:0019538
Solyc06g009340.3	GO:0004525; GO:0006396
Solyc04g081810.3	GO:0000289; GO:0004535
Solyc06g008450.3	GO:0008152; GO:0016491; GO:0016620; GO:0055114
Solyc10g005960.1	GO:0003676; GO:0008270
Solyc04g007020.3	GO:0003723; GO:0004826
Solyc03g113060.3	GO:0004672; GO:0006468
Solyc08g080090.3	GO:0000165; GO:0000977; GO:0045944
Solyc03g098010.3	GO:0005515
Solyc09g008280.2	GO:0005515
Solyc05g013240.3	GO:0005215; GO:0006810; GO:0016021
Solyc09g097850.1	GO:0006814; GO:0006885; GO:0015385; GO:0016021; GO:0055085
Solyc10g086150.2	GO:0005618; GO:0030599; GO:0042545
Solyc09g090090.2	GO:0004672; GO:0006468
Solyc10g006150.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc03g006880.3	GO:0005515
Solyc12g044200.2	GO:0005515
Solyc05g056050.3	GO:0008152; GO:0016491; GO:0055114
Solyc01g106580.2	GO:0009055; GO:0016020; GO:0016491
Solyc07g063180.3	GO:0003824
Solyc03g115900.3	GO:0046983
Solyc03g033730.1	GO:0005524
Solyc09g090600.3	GO:0009055; GO:0015035; GO:0045454
Solyc05g051660.1	GO:0003677
Solyc12g006970.1	GO:0005525
Solyc12g010940.1	GO:0006144; GO:0033971
Solyc02g091050.3	GO:0004824; GO:0005524; GO:0006430
Solyc01g058320.3	GO:0003723
Solyc01g080900.3	GO:0005515
Solyc12g096870.1	GO:0015095; GO:0015693; GO:0016021
Solyc09g066290.3	GO:0005524
Solyc11g020040.2	GO:0004190; GO:0006508
Solyc04g005550.2	GO:0016747
Solyc03g082640.2	GO:0005509
Solyc10g076370.2	GO:0003735; GO:0005840; GO:0006412
Solyc09g064480.1	GO:0016020; GO:0016021
Solyc01g068640.3	GO:0004722; GO:0006470
Solyc07g007110.3	GO:0006511
Solyc01g109540.3	GO:0050660
Solyc12g055855.1	GO:0005215; GO:0006810; GO:0016021
Solyc06g050590.3	GO:0004842; GO:0016567
Solyc06g053600.3	GO:0004525; GO:0006396
Solyc02g065800.2	GO:0019867
Solyc12g042910.2	GO:0005515
Solyc08g061010.3	GO:0004652; GO:0043631
Solyc11g005320.1	GO:0003700; GO:0006355; GO:0043565
Solyc09g091770.1	GO:0000166
Solyc03g078380.1	GO:0016020
Solyc05g012480.3	GO:0005975
Solyc00g006820.3	GO:0008168
Solyc03g082620.3	GO:0004672; GO:0006468
Solyc12g014470.2	GO:0003824; GO:0008152
Solyc02g079080.2	GO:0003677; GO:0046983
Solyc10g084630.2	GO:0005975
Solyc12g044260.2	GO:0004672; GO:0005524; GO:0006468
Solyc02g094470.3	GO:0016787
Solyc05g050710.3	GO:0005524
Solyc02g087720.1	GO:0004842; GO:0016567
Solyc03g005780.3	GO:0008168
Solyc06g060510.2	GO:0003677
Solyc11g069500.2	GO:0006979; GO:0016671; GO:0030091
Solyc01g091530.3	GO:0015232; GO:0015886; GO:0016020; GO:0017004
Solyc11g068820.2	GO:0004014
Solyc07g009180.1	GO:0006396
Solyc03g112150.1	GO:0003677; GO:0006355
Solyc01g088590.4	GO:0015002; GO:0016020
Solyc12g089220.2	GO:0008168; GO:0055114
Solyc01g081320.3	GO:0004386; GO:0005524
Solyc10g085040.1	GO:0016491; GO:0055114
Solyc09g009985.1	GO:0008152; GO:0016758
Solyc06g009400.3	GO:0004525; GO:0006396
Solyc03g119090.3	GO:0006412
Solyc12g044195.1	GO:0055114
Solyc04g079040.3	GO:0050660
Solyc01g099970.3	GO:0015288; GO:0016020
Solyc02g086740.1	GO:0005524
Solyc02g070935.1	GO:0051082
Solyc12g088690.2	GO:0006869; GO:0008289
Solyc02g085950.3	GO:0016831; GO:0019752; GO:0030170
Solyc01g109390.3	GO:0016310; GO:0016772
Solyc12g014180.2	GO:0003714; GO:0006351
Solyc09g065070.2	GO:0003824
Solyc11g005610.1	GO:0046983
Solyc09g011170.3	GO:0005618; GO:0030599; GO:0042545
Solyc03g046390.1	GO:0016491; GO:0055114
Solyc04g040160.3	GO:0000166
Solyc11g006060.1	GO:0005515
Solyc01g008420.3	GO:0005515
Solyc09g090960.3	GO:0005509
Solyc01g011510.3	GO:0046872
Solyc08g077240.3	GO:0005515
Solyc09g092010.1	GO:0003677
Solyc08g079020.3	GO:0003676
Solyc10g007690.3	GO:0004722; GO:0006470
Solyc11g069700.2	GO:0005515; GO:0008270
Solyc07g007760.3	GO:0006511
Solyc01g106780.3	GO:0015232; GO:0015886; GO:0016020; GO:0017004
Solyc08g006160.3	GO:0005509
Solyc09g009530.3	GO:0043531
Solyc02g083810.3	GO:0016021
Solyc03g006750.1	GO:0003735; GO:0005622; GO:0005840; GO:0006414
Solyc06g063050.3	GO:0003677
Solyc06g053245.1	GO:0004525; GO:0006396
Solyc03g043920.3	GO:0005515
Solyc05g008120.3	GO:0006631; GO:0045300; GO:0055114
Solyc08g005510.2	GO:0003989; GO:0006633; GO:0009317
Solyc10g045560.2	GO:0005524
Solyc10g007560.2	GO:0003824
Solyc01g102950.3	GO:0006355
Solyc11g071940.1	GO:0003723; GO:0006396; GO:0008173
Solyc01g096090.3	GO:0003677; GO:0006355
Solyc02g077560.3	GO:0000287; GO:0010333; GO:0016829
Solyc01g104850.3	GO:0005622; GO:0008270
Solyc11g065490.2	GO:0055114
Solyc01g108580.3	GO:0000156; GO:0000160; GO:0003677; GO:0006817
Solyc10g011940.1	GO:0016747
Solyc05g056070.3	GO:0004525; GO:0006396
Solyc12g009610.2	GO:0016021; GO:0016765
Solyc12g005570.2	GO:0003677
Solyc03g082890.3	GO:0006457; GO:0051087
Solyc11g069050.2	GO:0004014; GO:0008295
Solyc06g083730.3	GO:0016021
Solyc08g075020.3	GO:0004672; GO:0006468
Solyc05g043320.2	GO:0055085
Solyc06g048770.3	GO:0003677; GO:0008270
Solyc09g010860.3	GO:0004857
Solyc07g044960.1	GO:0008270
Solyc09g092560.3	GO:0005975
Solyc12g100190.2	GO:0046983
Solyc04g009250.1	GO:0009055; GO:0051537
Solyc02g079960.3	GO:0004672; GO:0005524; GO:0006468
Solyc08g008630.3	GO:0008270
Solyc06g051250.1	GO:0005515
Solyc03g034440.2	GO:0016491; GO:0055114
Solyc12g008660.1	GO:0000166; GO:0004812; GO:0005524; GO:0006418
Solyc03g053110.3	GO:0004672; GO:0006468
Solyc08g066620.3	GO:0004601; GO:0042744
Solyc02g091020.2	GO:0003676
Solyc08g077880.3	GO:0005515
Solyc10g087010.2	GO:0005506; GO:0016226; GO:0051536
Solyc01g106210.3	GO:0005524
Solyc10g085050.2	GO:0000786; GO:0003677
Solyc01g098430.3	GO:0003723; GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc01g094237.1	GO:0003723
Solyc05g051550.2	GO:0009664
Solyc07g049350.3	GO:0016491; GO:0055114
Solyc06g008930.3	GO:0008152; GO:0016491; GO:0055114
Solyc04g081250.1	GO:0005488
Solyc03g031840.3	GO:0008270; GO:0016491; GO:0055114
Solyc03g116660.3	GO:0004672; GO:0005524; GO:0006468
Solyc04g014570.3	GO:0004672; GO:0006468
Solyc05g055010.3	GO:0004190; GO:0006508
Solyc10g078190.2	GO:0008152; GO:0016787
Solyc11g066740.2	GO:0003824
Solyc02g078540.3	GO:0005618; GO:0030599; GO:0042545
Solyc03g113070.3	GO:0005524
Solyc06g076480.3	GO:0017004; GO:0020037
Solyc02g091240.1	GO:0045454
Solyc09g092290.1	GO:0046872
Solyc02g071770.3	GO:0016491; GO:0055114
Solyc10g024490.2	GO:0006520; GO:0016491; GO:0055114
Solyc06g051560.3	GO:0008168
Solyc09g092450.3	GO:0005524
Solyc01g005130.2	GO:0003677
Solyc02g088860.2	GO:0016620; GO:0051287; GO:0055114
Solyc11g011790.2	GO:0009058; GO:0016779
Solyc11g069430.2	GO:0004722; GO:0006470
Solyc01g105040.3	GO:0016747
Solyc05g015050.3	GO:0000155; GO:0000160
Solyc10g085870.1	GO:0006820; GO:0016021
Solyc09g005580.3	GO:0008137; GO:0042773; GO:0055114
Solyc11g006510.2	GO:0006338; GO:0006355; GO:0031011
Solyc08g008210.3	GO:0003676; GO:0005524
Solyc03g007860.1	GO:0005634; GO:0018024
Solyc04g082290.3	GO:0003824; GO:0050662
Solyc07g054130.2	GO:0004222; GO:0006508; GO:0016020
Solyc07g022920.3	GO:0003723
Solyc12g015910.1	GO:0006886; GO:0006888; GO:0030127
Solyc01g094040.3	GO:0006812; GO:0015299; GO:0016021
Solyc03g096070.3	GO:0000166
Solyc12g005880.2	GO:0003676
Solyc02g079280.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412; GO:0019843
Solyc09g075860.3	GO:0006511; GO:0031625
Solyc04g083010.3	GO:0003723
Solyc01g089850.3	GO:0015002; GO:0016020; GO:0019646
Solyc06g009970.3	GO:0004525; GO:0006396
Solyc09g091180.3	GO:0005524
Solyc06g050570.2	GO:0055085
Solyc07g053570.3	GO:0006508; GO:0008234
Solyc05g008780.3	GO:0003755; GO:0006457
Solyc10g006650.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc06g051940.3	GO:0004525; GO:0006396
Solyc08g078155.1	GO:0003677; GO:0005634
Solyc02g014150.3	GO:0005525
Solyc12g040640.2	GO:0006351
Solyc01g009710.1	GO:0003676
Solyc07g009500.2	GO:0003723
Solyc08g065190.3	GO:0005524; GO:0005737; GO:0008152; GO:0016301; GO:0016773
Solyc03g007470.3	GO:0006281; GO:0030915
Solyc08g067540.1	GO:0000166
Solyc11g007830.2	GO:0005525
Solyc01g087840.3	GO:0003951; GO:0008152
Solyc12g056530.2	GO:0003677; GO:0003700; GO:0006352; GO:0006355; GO:0016987
Solyc02g063460.1	GO:0043531
Solyc08g005525.1	GO:0003712; GO:0006355
Solyc06g035920.3	GO:0008152; GO:0016491; GO:0016620; GO:0055114
Solyc08g015960.3	GO:0004671; GO:0006481; GO:0016021
Solyc08g076170.1	GO:0003677; GO:0046983
Solyc02g092020.2	GO:0005515
Solyc09g011820.3	GO:0006855; GO:0015238; GO:0015297; GO:0016020; GO:0055085
Solyc12g049270.2	GO:0031072; GO:0051082
Solyc12g006530.2	GO:0005515
Solyc02g078665.1	GO:0003824; GO:0008152
Solyc04g008670.2	GO:0006855; GO:0015238; GO:0015297; GO:0016020; GO:0055085
Solyc08g061510.2	GO:0000723; GO:0003678; GO:0006281
Solyc12g006140.2	GO:0005215; GO:0016021; GO:0055085
Solyc03g097020.3	GO:0005515
Solyc02g064770.3	GO:0003677
Solyc10g079810.1	GO:0000148; GO:0003843; GO:0006075; GO:0016020
Solyc02g071020.3	GO:0003700; GO:0006355
Solyc05g007800.3	GO:0009733
Solyc01g096420.3	GO:0016020; GO:0016491; GO:0055114
Solyc04g082920.3	GO:0003950; GO:0006471
Solyc07g052740.3	GO:0004743; GO:0006096
Solyc07g008240.3	GO:0004222; GO:0006508
Solyc10g081700.2	GO:0046872
Solyc12g011310.2	GO:0008168
Solyc04g012160.3	GO:0004672; GO:0005524; GO:0006468
Solyc12g006380.2	GO:0016020; GO:0022891; GO:0055085
Solyc09g092520.3	GO:0000272; GO:0016161
Solyc04g054480.3	GO:0005524
Solyc04g005340.2	GO:0005737; GO:0016627; GO:0055114
Solyc05g011860.1	GO:0046983
Solyc04g049677.1	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc02g089850.3	GO:0008152; GO:0016787
Solyc01g044240.3	GO:0005215; GO:0016021; GO:0055085
Solyc03g120320.1	GO:0009055; GO:0015035; GO:0045454
Solyc02g094635.1	GO:0003676; GO:0005524
Solyc07g048030.3	GO:0046983
Solyc03g043930.3	GO:0016491; GO:0055114
Solyc12g014600.2	GO:0005618; GO:0006073; GO:0016762; GO:0048046
Solyc02g069460.3	GO:0004748; GO:0005524; GO:0006260; GO:0055114
Solyc03g071533.1	GO:0004096; GO:0020037; GO:0055114
Solyc04g005060.3	GO:0004152; GO:0006207; GO:0016020; GO:0055114
Solyc05g009530.3	GO:0004672; GO:0005524; GO:0006468
Solyc12g008590.2	GO:0003677; GO:0046983
Solyc02g077670.3	GO:0016491; GO:0055114
Solyc03g096770.1	GO:0005515
Solyc07g063120.3	GO:0005737; GO:0008734; GO:0009435; GO:0055114
Solyc12g036793.1	GO:0046983
Solyc02g070070.1	GO:0016787
Solyc10g006330.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc05g052150.3	GO:0046983
Solyc08g061880.2	GO:0005488
Solyc01g109590.3	GO:0003677
Solyc02g083400.3	GO:0016705; GO:0055114
Solyc11g012910.2	GO:0016881
Solyc01g097990.3	GO:0006561
Solyc09g012000.1	GO:0006281
Solyc12g098840.2	GO:0016021; GO:0022857; GO:0055085
Solyc01g073690.2	GO:0005524
Solyc00g048510.3	GO:0045454
Solyc01g086660.2	GO:0016491; GO:0055114
Solyc09g064470.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc03g097410.1	GO:0003824; GO:0008152
Solyc08g077290.1	GO:0005515
Solyc08g016160.3	GO:0004842
